,Species,Genus,Family,Molecule_type,Organism_Name,kingdom,phylum,class,order,family,genus,species,strain
k141_21141_GMOREA0173-DNA,Haemophilus phage SuMu,Unknown,Unknown,dsDNA,Haemophilus phage SuMu,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Haemophilus phage SuMu,unclassified Haemophilus phage SuMu subspecies/strain
k141_21147_GMOREA0029,Eponavirus epona,Eponavirus,Unknown,dsDNA,Faecalibacterium phage FP_Epona,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Eponavirus,Eponavirus epona,Faecalibacterium phage FP_Epona
k141_211500_GMOREA0010,Baltivirus phi18tres,Baltivirus,Pachyviridae,dsDNA,Cellulophaga phage phi18:3,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Vieuvirus,Vieuvirus R3177,Acinetobacter phage YMC11/11/R3177
k141_211500_GMOREA0029,Samwavirus dina,Samwavirus,Unknown,dsDNA,Corynebacterium phage Dina,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Samwavirus,Samwavirus dina,Corynebacterium phage Dina
k141_21153_GMOREA0103-DNA,Brochothrix phage BL3,Unknown,Unknown,dsDNA,Brochothrix phage BL3,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Brochothrix phage BL3,unclassified Brochothrix phage BL3 subspecies/strain
k141_211646_GMOREA0056,Streptococcus phage 315.1,Unknown,Unknown,dsDNA,Streptococcus phage 315.1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Wizardvirus,Wizardvirus bakery,Gordonia phage Bakery
k141_21199_GMOREA0052-DNA,Rhizobium phage RHEph10,Unknown,Unknown,dsDNA,Rhizobium phage RHEph10,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Rhizobium phage RHEph10,unclassified Rhizobium phage RHEph10 subspecies/strain
k141_21201_GMOREA0160-DNA,Kochikohdavirus EF24C,Kochikohdavirus,Herelleviridae,dsDNA,Enterococcus phage phiEF24C-P2,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Herelleviridae,Kochikohdavirus,Kochikohdavirus EF24C,Enterococcus phage phiEF24C-P2
k141_21208_GMOREA0023,Baikalvirus PaBG,Baikalvirus,Unknown,dsDNA,Pseudomonas phage PaBG,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Baikalvirus,Baikalvirus PaBG,Pseudomonas phage PaBG
k141_21215_GMOREA0172-DNA,Pseudomonas phage phiPSA1,Unknown,Unknown,dsDNA,Pseudomonas phage phiPSA1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Pseudomonas phage phiPSA1,unclassified Pseudomonas phage phiPSA1 subspecies/strain
k141_212200_GMOREA0010,Catalunyavirus C5a,Catalunyavirus,Peduoviridae,dsDNA,Pseudoalteromonas phage C5a,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Peduoviridae,Catalunyavirus,Catalunyavirus C5a,Pseudoalteromonas phage C5a
k141_21220_GMOREA0061-DNA,Plateaulakevirus pv4L372XY,Plateaulakevirus,Unknown,dsDNA,Aeromonas phage 4L372XY,Na,Na,Na,Na,Na,Na,Na,Na
k141_21222_GMOREA0119-DNA,Clostridium phage phiCT9441A,Unknown,Unknown,dsDNA,Clostridium phage phiCT9441A,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCT9441A,unclassified Clostridium phage phiCT9441A subspecies/strain
k141_212242_GMOREA0029,Lillamyvirus morran,Lillamyvirus,Unknown,dsDNA,Flavobacterium phage vB_FspS_morran9-1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Lillamyvirus,Lillamyvirus morran,Flavobacterium phage vB_FspS_morran9-1
k141_21237_GMOREA0120-DNA,Seussvirus seuss,Seussvirus,Unknown,dsDNA,Caulobacter phage Seuss,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Seussvirus,Seussvirus seuss,Caulobacter phage Seuss
k141_21239_GMOREA0173-DNA,Likavirus caliburn,Likavirus,Unknown,dsDNA,Streptomyces phage Caliburn,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Likavirus,Likavirus caliburn,Streptomyces phage Caliburn
k141_21245_GMOREA0004,Samwavirus StAB,Samwavirus,Unknown,dsDNA,Corynebacterium phage StAB,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Samwavirus,Samwavirus StAB,Corynebacterium phage StAB
k141_21251_GMOREA0117-DNA,Arawnvirus arawn,Arawnvirus,Unknown,dsDNA,Butyrivibrio phage Arawn,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Arawnvirus,Arawnvirus arawn,Butyrivibrio phage Arawn
k141_21257_GMOREA0029,Clostridium phage phiCT19406B,Unknown,Unknown,dsDNA,Clostridium phage phiCT19406B,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCT19406B,unclassified Clostridium phage phiCT19406B subspecies/strain
k141_21259_GMOREA0119-DNA,Clostridium phage phiCT453A,Unknown,Unknown,dsDNA,Clostridium phage phiCT453A,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage phiCT453A,unclassified Clostridium phage phiCT453A subspecies/strain
k141_21270_GMOREA0115-DNA,Brevibacillus phage Sundance,Unknown,Unknown,dsDNA,Brevibacillus phage Sundance,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Brevibacillus phage Sundance,unclassified Brevibacillus phage Sundance subspecies/strain
k141_212728_GMOREA0012,Traversvirus P27,Traversvirus,Unknown,dsDNA,Stx converting phage vB_EcoS_P27,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Phifelvirus,Phifelvirus FL2,Enterococcus phage phiFL2A
k141_21288_GMOREA0109-DNA,Bacillus phage FADO,Unknown,Unknown,dsDNA,Bacillus phage FADO,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Bacillus phage FADO,unclassified Bacillus phage FADO subspecies/strain
k141_21309_GMOREA0036,Nesevirus ev243,Nesevirus,Unknown,dsDNA,Escherichia phage ev243,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Nesevirus,Nesevirus ev243,Escherichia phage ev243
k141_21310_GMOREA0006,Oengusvirus oengus,Oengusvirus,Unknown,dsDNA,Faecalibacterium phage FP_oengus,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Oengusvirus,Oengusvirus oengus,Faecalibacterium phage FP_oengus
k141_21315_GMOREA0171-DNA,Clostridium phage CI461P1,Unknown,Unknown,dsDNA,Clostridium phage CI461P1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Clostridium phage CI461P1,unclassified Clostridium phage CI461P1 subspecies/strain
k141_21316_GMOREA0103-DNA,Valbvirus ValB1MD2,Unknown,Unknown,dsDNA,Vibrio phage ValB1MD-2,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Valbvirus ValB1MD2,Vibrio phage ValB1MD-2
k141_21317_GMOREA0067-DNA,Fernvirus leyra,Fernvirus,Unknown,dsDNA,Paenibacillus phage Leyra,Na,Na,Na,Na,Na,Na,Na,Na
k141_21322_GMOREA0061-DNA,Cohcovirus hiberniae,Unknown,Unknown,dsDNA,uncultured phage cr50_1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Suoliviridae,Cohcovirus,Cohcovirus hiberniae,uncultured phage cr50_1
k141_21328_GMOREA0124-DNA,Eponavirus epona,Eponavirus,Unknown,dsDNA,Faecalibacterium phage FP_Epona,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Eponavirus,Eponavirus epona,Faecalibacterium phage FP_Epona
k141_21329_GMOREA0080-DNA,Cellulophaga phage phi46:1,Unknown,Unknown,dsDNA,Cellulophaga phage phi46:1,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Cellulophaga phage phi46:1,unclassified Cellulophaga phage phi46:1 subspecies/strain
k141_21333_GMOREA0109-DNA,Enterobacteria phage P4,Unknown,Unknown,dsDNA,Enterobacteria phage P4,Na,Na,Na,Na,Na,Na,Na,Na
k141_21341_GMOREA0103-DNA,Lentavirus PMBT5,Lentavirus,Unknown,dsDNA,Eggerthella phage PMBT5,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Lentavirus,Lentavirus PMBT5,Eggerthella phage PMBT5
k141_21343_GMOREA0119-DNA,Taranisvirus taranis,Taranisvirus,Unknown,dsDNA,Faecalibacterium phage FP_Taranis,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Taranisvirus,Taranisvirus taranis,Faecalibacterium phage FP_Taranis
k141_21354_GMOREA0120-DNA,Streptococcus phage SW6,Moineauvirus,Aliceevansviridae,dsDNA,Streptococcus phage SW6,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,Aliceevansviridae,Moineauvirus,Streptococcus phage SW6,unclassified Streptococcus phage SW6 subspecies/strain
k141_21364_GMOREA0094-DNA,Enterobacteria phage SfV,Unknown,Unknown,dsDNA,Enterobacteria phage SfV,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,unclassified Caudoviricetes genus,Enterobacteria phage SfV,unclassified Enterobacteria phage SfV subspecies/strain
k141_21367_GMOREA0113-DNA,Bievrevirus bv4A7,Bievrevirus,Unknown,dsDNA,Escherichia phage 4A7,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Bievrevirus,Bievrevirus bv4A7,Escherichia phage 4A7
k141_213708_GMOREA0029,Colneyvirus CD505,Colneyvirus,Unknown,dsDNA,Clostridium phage phiCD505,Viruses,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Colneyvirus,Colneyvirus CD505,Clostridium phage phiCD505
k141_21370_GMOREA0080-DNA,Bacillus phage vB_BanS_Athena,Unknown,Unknown,dsDNA,Bacillus phage vB_BanS_Athena,Na,Na,Na,Na,Na,Na,Na,Na
